"","cell_line","treatment","time","concentration","cell_count"
"11949","D015T01","-",0,0,7876
"11950","D015T01","-",0,0,8451
"11951","D015T01","-",0,0,8582
"11952","D015T01","-",0,0,7529
"11953","D015T01","-",0,0,9217
"11954","D015T01","-",0,0,9145
"11955","D015T01","-",0,0,8008
"11956","D015T01","-",0,0,7589
"11957","D015T01","-",144,0,10354
"11958","D015T01","-",0,0,8798
"11959","D015T01","-",144,0,10581
"11960","D015T01","-",0,0,7146
"11961","D015T01","-",144,0,10163
"11962","D015T01","-",144,0,9516
"11963","D015T01","-",48,0,12281
"11964","D015T01","-",0,0,10498
"11965","D015T01","-",48,0,13275
"11966","D015T01","-",144,0,11491
"11967","D015T01","-",144,0,9624
"11968","D015T01","-",0,0,7960
"11969","D015T01","-",144,0,9025
"11970","D015T01","-",48,0,10737
"11971","D015T01","-",48,0,12820
"11972","D015T01","-",48,0,12269
"11973","D015T01","-",48,0,12592
"11974","D015T01","-",144,0,10426
"11975","D015T01","-",144,0,9744
"11976","D015T01","-",144,0,9361
"11977","D015T01","-",144,0,9947
"11978","D015T01","-",144,0,10929
"11979","D015T01","-",144,0,9408
"11980","D015T01","-",144,0,9768
"11981","D015T01","-",48,0,13490
"11982","D015T01","-",48,0,13490
"11983","D015T01","-",48,0,12975
"11984","D015T01","-",48,0,13263
"11985","D015T01","-",48,0,13526
"11986","D015T01","-",48,0,12736
"11987","D015T01","-",48,0,13754
"11988","D015T01","-",48,0,12461
"11989","D015T01","-",0,0,8954
"11990","D015T01","-",0,0,8367
"11991","D015T01","-",0,0,8511
"11992","D015T01","-",144,0,10965
"11993","D015T01","-",0,0,8211
"11994","D015T01","-",0,0,7876
"11995","D015T01","-",0,0,8068
"11996","D015T01","-",0,0,7900
"11997","D015T01","-",0,0,7984
"11998","D015T01","-",0,0,7852
"11999","D015T01","-",144,0,12784
"12000","D015T01","-",0,0,8535
"12001","D015T01","-",0,0,8535
"12002","D015T01","-",0,0,9277
"12003","D015T01","-",144,0,10246
"12004","D015T01","-",0,0,8547
"12005","D015T01","-",48,0,12341
"12006","D015T01","-",48,0,14184
"12007","D015T01","-",48,0,12162
"12008","D015T01","-",144,0,9899
"12009","D015T01","-",48,0,12664
"12010","D015T01","-",0,0,8068
"12011","D015T01","-",144,0,10330
"12012","D015T01","-",48,0,13287
"12013","D015T01","-",48,0,13682
"12014","D015T01","-",48,0,13382
"12015","D015T01","-",48,0,11455
"12016","D015T01","-",144,0,9875
"12017","D015T01","-",48,0,12162
"12018","D015T01","-",144,0,10115
"12019","D015T01","-",48,0,12557
"12020","D015T01","-",144,0,9708
"12021","D015T01","-",48,0,13502
"12022","D015T01","-",144,0,10988
"12023","D015T01","-",48,0,12221
"12024","D015T01","-",48,0,11204
"12025","D015T01","-",144,0,10354
"12026","D015T01","-",144,0,10881
"12027","D015T01","-",144,0,9791
"12028","D015T01","-",144,0,10186
"12029","D015T01","-",48,0,12509
"12030","D015T01","-",144,0,10234
"12031","D015T01","-",0,0,9803
"12032","D015T01","-",0,0,7912
"12033","D015T01","-",0,0,7876
"12034","D015T01","-",0,0,8439
"12035","D015T01","-",0,0,8080
"12036","D015T01","-",48,0,13359
"12037","D015T01","-",144,0,13718
"12038","D015T01","-",0,0,9720
"12039","D015T01","-",48,0,13658
"12040","D015T01","-",0,0,8547
"12041","D015T01","-",48,0,14759
"12042","D015T01","-",0,0,8714
"12043","D015T01","-",48,0,13095
"12044","D015T01","-",0,0,8415
"12045","D015T01","-",0,0,7996
"12046","D015T01","-",0,0,8714
"12047","D015T01","-",48,0,12844
"12048","D015T01","-",48,0,12868
"12049","D015T01","-",0,0,7757
"12050","D015T01","-",48,0,12173
"12051","D015T01","-",144,0,10127
"12052","D015T01","-",0,0,7960
"12053","D015T01","-",48,0,12245
"12054","D015T01","-",48,0,12712
"12055","D015T01","-",144,0,10246
"12056","D015T01","-",48,0,13610
"12057","D015T01","-",48,0,12102
"12058","D015T01","-",144,0,9181
"12059","D015T01","-",0,0,8164
"12060","D015T01","-",144,0,11838
"12061","D015T01","-",48,0,12724
"12062","D015T01","-",144,0,10605
"12063","D015T01","-",144,0,10007
"12064","D015T01","-",48,0,12784
"12065","D015T01","-",144,0,10210
"12066","D015T01","-",144,0,9827
"12067","D015T01","-",144,0,10390
"12068","D015T01","-",144,0,10103
"12069","D015T01","-",144,0,9504
"12070","D015T01","-",48,0,12880
"12071","D015T01","-",144,0,10438
"12072","D015T01","-",144,0,10091
"12073","D015T01","-",0,0,7254
"12074","D015T01","-",48,0,10725
"12075","D015T01","-",0,0,8942
"12076","D015T01","-",0,0,7840
"12077","D015T01","-",0,0,7757
"12078","D015T01","-",0,0,7972
"12079","D015T01","-",0,0,7840
"12080","D015T01","-",48,0,14388
"12081","D015T01","-",0,0,6595
"12082","D015T01","-",0,0,8235
"12083","D015T01","-",0,0,8403
"12084","D015T01","-",144,0,11611
"12085","D015T01","-",144,0,9516
"12086","D015T01","-",0,0,8032
"12087","D015T01","-",48,0,13406
"12088","D015T01","-",48,0,12066
"12089","D015T01","-",48,0,13466
"12090","D015T01","-",48,0,10845
"12091","D015T01","-",0,0,8882
"12092","D015T01","-",0,0,7912
"12093","D015T01","-",144,0,10953
"12094","D015T01","-",48,0,11372
"12095","D015T01","-",48,0,12557
"12096","D015T01","-",0,0,6931
"12097","D015T01","-",48,0,11850
"12098","D015T01","-",0,0,9181
"12099","D015T01","-",144,0,10198
"12100","D015T01","-",144,0,10617
"12101","D015T01","-",48,0,13801
"12102","D015T01","-",144,0,10186
"12103","D015T01","-",48,0,12808
"12104","D015T01","-",48,0,11778
"12105","D015T01","-",144,0,9576
"12106","D015T01","-",144,0,11898
"12107","D015T01","-",48,0,13694
"12108","D015T01","-",144,0,11312
"12109","D015T01","-",48,0,11407
"12110","D015T01","-",144,0,10318
"12111","D015T01","-",144,0,9959
"12112","D015T01","-",144,0,10474
"12113","D015T01","-",144,0,10234
"12114","D015T01","-",144,0,10474
"12115","D015T01","-",0,0,8630
"12116","D015T01","-",0,0,8463
"12117","D015T01","-",0,0,9672
"12118","D015T01","-",0,0,8283
"12119","D015T01","-",48,0,11647
"12120","D015T01","-",0,0,7733
"12121","D015T01","-",0,0,6751
"12122","D015T01","-",48,0,12652
"12123","D015T01","-",48,0,13406
"12124","D015T01","-",0,0,8283
"12125","D015T01","-",48,0,10988
"12126","D015T01","-",0,0,9001
"12127","D015T01","-",0,0,7924
"12128","D015T01","-",0,0,7350
"12129","D015T01","-",48,0,12724
"12130","D015T01","-",0,0,7122
"12131","D015T01","-",0,0,8271
"12132","D015T01","-",144,0,9839
"12133","D015T01","-",144,0,11731
"12134","D015T01","-",144,0,11276
"12135","D015T01","-",48,0,11874
"12136","D015T01","-",0,0,8104
"12137","D015T01","-",144,0,10270
"12138","D015T01","-",48,0,12580
"12139","D015T01","-",48,0,12138
"12140","D015T01","-",48,0,11802
"12141","D015T01","-",0,0,8774
"12142","D015T01","-",144,0,10222
"12143","D015T01","-",48,0,12353
"12144","D015T01","-",144,0,10330
"12145","D015T01","-",48,0,11922
"12146","D015T01","-",144,0,9756
"12147","D015T01","-",144,0,9923
"12148","D015T01","-",48,0,12533
"12149","D015T01","-",48,0,12880
"12150","D015T01","-",144,0,9923
"12151","D015T01","-",144,0,10498
"12152","D015T01","-",144,0,10390
"12153","D015T01","-",144,0,9456
"12154","D015T01","-",144,0,10043
"12155","D015T01","-",48,0,13191
"12156","D015T01","-",144,0,10007
"12157","D018T01","-",0,0,7625
"12158","D018T01","-",48,0,10294
"12159","D018T01","-",0,0,8176
"12160","D018T01","-",0,0,7505
"12161","D018T01","-",0,0,7206
"12162","D018T01","-",0,0,6955
"12163","D018T01","-",0,0,5937
"12164","D018T01","-",48,0,12090
"12165","D018T01","-",48,0,10809
"12166","D018T01","-",0,0,8104
"12167","D018T01","-",0,0,7625
"12168","D018T01","-",48,0,11276
"12169","D018T01","-",0,0,6895
"12170","D018T01","-",48,0,10198
"12171","D018T01","-",0,0,7469
"12172","D018T01","-",144,0,9612
"12173","D018T01","-",48,0,10953
"12174","D018T01","-",48,0,11767
"12175","D018T01","-",48,0,10893
"12176","D018T01","-",0,0,6380
"12177","D018T01","-",144,0,8822
"12178","D018T01","-",48,0,11192
"12179","D018T01","-",0,0,6428
"12180","D018T01","-",0,0,7529
"12181","D018T01","-",0,0,7122
"12182","D018T01","-",144,0,9265
"12183","D018T01","-",144,0,9923
"12184","D018T01","-",48,0,12126
"12185","D018T01","-",144,0,11874
"12186","D018T01","-",144,0,9001
"12187","D018T01","-",144,0,9504
"12188","D018T01","-",48,0,11288
"12189","D018T01","-",144,0,8726
"12190","D018T01","-",48,0,11348
"12191","D018T01","-",48,0,10869
"12192","D018T01","-",144,0,11300
"12193","D018T01","-",144,0,10342
"12194","D018T01","-",48,0,11850
"12195","D018T01","-",144,0,9432
"12196","D018T01","-",144,0,9361
"12197","D018T01","-",144,0,9887
"12198","D018T01","-",144,0,10761
"12199","D018T01","-",0,0,7098
"12200","D018T01","-",0,0,6308
"12201","D018T01","-",0,0,6871
"12202","D018T01","-",0,0,7182
"12203","D018T01","-",0,0,6859
"12204","D018T01","-",48,0,12293
"12205","D018T01","-",0,0,7888
"12206","D018T01","-",48,0,10749
"12207","D018T01","-",0,0,6440
"12208","D018T01","-",0,0,7014
"12209","D018T01","-",48,0,10845
"12210","D018T01","-",48,0,11755
"12211","D018T01","-",0,0,7242
"12212","D018T01","-",48,0,11072
"12213","D018T01","-",0,0,7828
"12214","D018T01","-",0,0,7230
"12215","D018T01","-",144,0,9337
"12216","D018T01","-",48,0,11743
"12217","D018T01","-",144,0,10067
"12218","D018T01","-",48,0,12030
"12219","D018T01","-",48,0,11168
"12220","D018T01","-",0,0,7469
"12221","D018T01","-",144,0,9253
"12222","D018T01","-",144,0,9049
"12223","D018T01","-",48,0,10366
"12224","D018T01","-",48,0,13107
"12225","D018T01","-",48,0,11192
"12226","D018T01","-",48,0,11372
"12227","D018T01","-",144,0,10546
"12228","D018T01","-",0,0,7433
"12229","D018T01","-",0,0,6667
"12230","D018T01","-",144,0,10198
"12231","D018T01","-",144,0,9145
"12232","D018T01","-",144,0,8989
"12233","D018T01","-",48,0,11527
"12234","D018T01","-",144,0,10330
"12235","D018T01","-",144,0,9564
"12236","D018T01","-",144,0,11719
"12237","D018T01","-",144,0,9600
"12238","D018T01","-",144,0,9995
"12239","D018T01","-",48,0,11826
"12240","D018T01","-",144,0,9444
"12241","D018T01","-",0,0,6919
"12242","D018T01","-",0,0,7074
"12243","D018T01","-",48,0,10976
"12244","D018T01","-",0,0,6895
"12245","D018T01","-",0,0,7385
"12246","D018T01","-",0,0,7074
"12247","D018T01","-",0,0,8140
"12248","D018T01","-",0,0,6823
"12249","D018T01","-",48,0,10414
"12250","D018T01","-",0,0,7362
"12251","D018T01","-",0,0,6643
"12252","D018T01","-",48,0,11683
"12253","D018T01","-",0,0,7397
"12254","D018T01","-",144,0,9779
"12255","D018T01","-",0,0,7840
"12256","D018T01","-",48,0,10067
"12257","D018T01","-",48,0,11671
"12258","D018T01","-",0,0,6141
"12259","D018T01","-",48,0,11192
"12260","D018T01","-",48,0,10605
"12261","D018T01","-",144,0,8666
"12262","D018T01","-",0,0,7397
"12263","D018T01","-",48,0,10486
"12264","D018T01","-",144,0,9373
"12265","D018T01","-",48,0,11814
"12266","D018T01","-",48,0,11036
"12267","D018T01","-",144,0,10737
"12268","D018T01","-",144,0,9217
"12269","D018T01","-",144,0,10163
"12270","D018T01","-",48,0,11755
"12271","D018T01","-",144,0,9504
"12272","D018T01","-",48,0,12197
"12273","D018T01","-",144,0,12221
"12274","D018T01","-",48,0,11599
"12275","D018T01","-",144,0,9361
"12276","D018T01","-",0,0,8140
"12277","D018T01","-",48,0,11563
"12278","D018T01","-",144,0,10498
"12279","D018T01","-",144,0,8966
"12280","D018T01","-",144,0,10905
"12281","D018T01","-",144,0,9373
"12282","D018T01","-",144,0,10186
"12283","D018T01","-",0,0,8056
"12284","D018T01","-",48,0,10833
"12285","D018T01","-",0,0,7338
"12286","D018T01","-",0,0,7469
"12287","D018T01","-",0,0,7948
"12288","D018T01","-",0,0,7374
"12289","D018T01","-",48,0,11743
"12290","D018T01","-",48,0,10558
"12291","D018T01","-",0,0,7673
"12292","D018T01","-",48,0,12138
"12293","D018T01","-",0,0,8511
"12294","D018T01","-",48,0,11228
"12295","D018T01","-",0,0,7218
"12296","D018T01","-",48,0,11084
"12297","D018T01","-",0,0,7924
"12298","D018T01","-",48,0,12652
"12299","D018T01","-",48,0,12437
"12300","D018T01","-",48,0,11623
"12301","D018T01","-",48,0,11814
"12302","D018T01","-",0,0,6895
"12303","D018T01","-",144,0,8930
"12304","D018T01","-",48,0,11108
"12305","D018T01","-",0,0,7529
"12306","D018T01","-",48,0,10845
"12307","D018T01","-",48,0,11886
"12308","D018T01","-",48,0,11012
"12309","D018T01","-",144,0,10007
"12310","D018T01","-",0,0,6919
"12311","D018T01","-",144,0,9456
"12312","D018T01","-",144,0,11599
"12313","D018T01","-",144,0,9720
"12314","D018T01","-",0,0,7541
"12315","D018T01","-",144,0,10306
"12316","D018T01","-",144,0,9301
"12317","D018T01","-",144,0,10498
"12318","D018T01","-",144,0,8930
"12319","D018T01","-",144,0,10186
"12320","D018T01","-",144,0,11898
"12321","D018T01","-",0,0,7421
"12322","D018T01","-",144,0,9732
"12323","D018T01","-",144,0,11503
"12324","D018T01","-",144,0,9935
"12325","D018T01","-",48,0,9899
"12326","D018T01","-",48,0,11479
"12327","D018T01","-",48,0,11252
"12328","D018T01","-",48,0,12054
"12329","D018T01","-",48,0,9756
"12330","D018T01","-",48,0,10869
"12331","D018T01","-",48,0,11276
"12332","D018T01","-",48,0,11036
"12333","D018T01","-",0,0,7625
"12334","D018T01","-",0,0,6943
"12335","D018T01","-",0,0,6619
"12336","D018T01","-",0,0,7769
"12337","D018T01","-",0,0,7110
"12338","D018T01","-",0,0,7326
"12339","D018T01","-",0,0,6488
"12340","D018T01","-",48,0,10342
"12341","D018T01","-",48,0,9528
"12342","D018T01","-",48,0,11276
"12343","D018T01","-",48,0,10378
"12344","D018T01","-",0,0,6907
"12345","D018T01","-",144,0,9337
"12346","D018T01","-",0,0,7709
"12347","D018T01","-",0,0,7792
"12348","D018T01","-",48,0,10546
"12349","D018T01","-",144,0,9396
"12350","D018T01","-",48,0,11731
"12351","D018T01","-",0,0,6859
"12352","D018T01","-",0,0,7924
"12353","D018T01","-",144,0,11443
"12354","D018T01","-",0,0,6691
"12355","D018T01","-",144,0,9564
"12356","D018T01","-",0,0,7517
"12357","D018T01","-",144,0,9444
"12358","D018T01","-",144,0,12269
"12359","D018T01","-",144,0,9396
"12360","D018T01","-",144,0,11431
"12361","D018T01","-",144,0,9384
"12362","D018T01","-",144,0,12712
"12363","D018T01","-",144,0,9779
"12364","D018T01","-",144,0,9217
"12365","D018T01","-",144,0,8427
"12366","D018T01","-",144,0,10534
"12367","D018T01","-",48,0,11587
"12368","D018T01","-",48,0,10570
"12369","D018T01","-",48,0,10988
"12370","D018T01","-",48,0,10186
"12371","D018T01","-",48,0,11994
"12372","D018T01","-",48,0,11372
"12373","D018T01","-",0,0,7074
"12374","D018T01","-",48,0,11264
"12375","D018T01","-",48,0,11096
"12376","D018T01","-",0,0,7541
"12377","D018T01","-",0,0,6775
"12378","D018T01","-",48,0,10917
"12379","D018T01","-",0,0,6320
"12380","D018T01","-",48,0,10474
"12381","D018T01","-",48,0,11324
"12382","D018T01","-",0,0,7182
"12383","D018T01","-",0,0,7745
"12384","D018T01","-",144,0,9528
"12385","D018T01","-",48,0,11312
"12386","D018T01","-",0,0,6452
"12387","D018T01","-",48,0,10402
"12388","D018T01","-",0,0,8391
"12389","D018T01","-",0,0,7026
"12390","D018T01","-",48,0,12305
"12391","D018T01","-",144,0,12545
"12392","D018T01","-",144,0,9396
"12393","D018T01","-",144,0,10797
"12394","D018T01","-",0,0,6883
"12395","D018T01","-",0,0,6380
"12396","D018T01","-",0,0,7170
"12397","D018T01","-",0,0,6955
"12398","D018T01","-",144,0,8547
"12399","D018T01","-",0,0,7673
"12400","D018T01","-",144,0,11372
"12401","D018T01","-",144,0,11240
"12402","D018T01","-",144,0,9612
"12403","D018T01","-",144,0,10378
"12404","D018T01","-",144,0,10833
"12405","D018T01","-",144,0,9696
"12406","D018T01","-",144,0,9193
"12407","D018T01","-",144,0,10175
"12408","D018T01","-",144,0,9684
"12409","D021T01","-",0,0,4704
"12410","D021T01","-",48,0,6212
"12411","D021T01","-",48,0,5686
"12412","D021T01","-",48,0,5638
"12413","D021T01","-",48,0,6260
"12414","D021T01","-",48,0,5698
"12415","D021T01","-",48,0,5698
"12416","D021T01","-",48,0,6236
"12417","D021T01","-",48,0,6045
"12418","D021T01","-",0,0,4860
"12419","D021T01","-",144,0,8930
"12420","D021T01","-",144,0,7194
"12421","D021T01","-",48,0,5734
"12422","D021T01","-",0,0,5291
"12423","D021T01","-",48,0,5770
"12424","D021T01","-",0,0,5195
"12425","D021T01","-",48,0,5758
"12426","D021T01","-",0,0,5195
"12427","D021T01","-",0,0,4860
"12428","D021T01","-",144,0,7984
"12429","D021T01","-",144,0,6679
"12430","D021T01","-",0,0,4836
"12431","D021T01","-",48,0,5853
"12432","D021T01","-",48,0,5482
"12433","D021T01","-",48,0,5889
"12434","D021T01","-",0,0,5087
"12435","D021T01","-",144,0,7505
"12436","D021T01","-",0,0,5207
"12437","D021T01","-",0,0,4549
"12438","D021T01","-",144,0,7098
"12439","D021T01","-",144,0,9576
"12440","D021T01","-",0,0,4596
"12441","D021T01","-",144,0,8654
"12442","D021T01","-",0,0,5195
"12443","D021T01","-",0,0,5279
"12444","D021T01","-",144,0,6715
"12445","D021T01","-",144,0,6775
"12446","D021T01","-",144,0,6919
"12447","D021T01","-",144,0,8415
"12448","D021T01","-",144,0,9456
"12449","D021T01","-",0,0,5363
"12450","D021T01","-",144,0,6272
"12451","D021T01","-",48,0,5793
"12452","D021T01","-",144,0,9253
"12453","D021T01","-",48,0,5530
"12454","D021T01","-",48,0,5961
"12455","D021T01","-",144,0,8271
"12456","D021T01","-",48,0,6057
"12457","D021T01","-",48,0,5722
"12458","D021T01","-",48,0,6392
"12459","D021T01","-",48,0,5985
"12460","D021T01","-",48,0,6392
"12461","D021T01","-",48,0,5782
"12462","D021T01","-",48,0,5422
"12463","D021T01","-",0,0,5063
"12464","D021T01","-",48,0,6392
"12465","D021T01","-",144,0,6488
"12466","D021T01","-",48,0,5817
"12467","D021T01","-",48,0,5722
"12468","D021T01","-",0,0,4884
"12469","D021T01","-",0,0,5590
"12470","D021T01","-",144,0,7733
"12471","D021T01","-",0,0,5650
"12472","D021T01","-",0,0,4944
"12473","D021T01","-",144,0,7026
"12474","D021T01","-",0,0,4561
"12475","D021T01","-",0,0,5602
"12476","D021T01","-",144,0,9708
"12477","D021T01","-",0,0,5219
"12478","D021T01","-",48,0,5494
"12479","D021T01","-",0,0,4788
"12480","D021T01","-",0,0,5075
"12481","D021T01","-",144,0,6859
"12482","D021T01","-",0,0,4728
"12483","D021T01","-",144,0,9528
"12484","D021T01","-",144,0,6931
"12485","D021T01","-",144,0,11132
"12486","D021T01","-",0,0,5291
"12487","D021T01","-",144,0,8942
"12488","D021T01","-",144,0,6811
"12489","D021T01","-",0,0,5674
"12490","D021T01","-",144,0,6703
"12491","D021T01","-",144,0,7697
"12492","D021T01","-",0,0,5542
"12493","D021T01","-",0,0,4776
"12494","D021T01","-",144,0,6967
"12495","D021T01","-",0,0,5087
"12496","D021T01","-",48,0,5949
"12497","D021T01","-",48,0,5458
"12498","D021T01","-",48,0,6165
"12499","D021T01","-",144,0,8128
"12500","D021T01","-",0,0,4525
"12501","D021T01","-",144,0,8966
"12502","D021T01","-",48,0,6595
"12503","D021T01","-",48,0,5590
"12504","D021T01","-",144,0,7924
"12505","D021T01","-",48,0,5614
"12506","D021T01","-",0,0,4740
"12507","D021T01","-",48,0,5698
"12508","D021T01","-",48,0,6105
"12509","D021T01","-",144,0,7134
"12510","D021T01","-",144,0,7002
"12511","D021T01","-",0,0,4680
"12512","D021T01","-",0,0,5375
"12513","D021T01","-",0,0,4788
"12514","D021T01","-",144,0,9875
"12515","D021T01","-",144,0,8846
"12516","D021T01","-",0,0,4417
"12517","D021T01","-",144,0,7026
"12518","D021T01","-",48,0,6308
"12519","D021T01","-",144,0,8152
"12520","D021T01","-",48,0,5542
"12521","D021T01","-",0,0,5195
"12522","D021T01","-",0,0,4896
"12523","D021T01","-",48,0,6081
"12524","D021T01","-",144,0,10438
"12525","D021T01","-",48,0,5901
"12526","D021T01","-",48,0,5434
"12527","D021T01","-",48,0,5662
"12528","D021T01","-",0,0,5135
"12529","D021T01","-",0,0,5387
"12530","D021T01","-",144,0,7374
"12531","D021T01","-",0,0,5865
"12532","D021T01","-",144,0,8606
"12533","D021T01","-",144,0,11383
"12534","D021T01","-",0,0,5279
"12535","D021T01","-",144,0,8152
"12536","D021T01","-",144,0,7218
"12537","D021T01","-",0,0,4860
"12538","D021T01","-",48,0,6452
"12539","D021T01","-",0,0,5291
"12540","D021T01","-",48,0,5626
"12541","D021T01","-",0,0,5351
"12542","D021T01","-",144,0,8714
"12543","D021T01","-",0,0,5159
"12544","D021T01","-",48,0,5949
"12545","D021T01","-",0,0,5183
"12546","D021T01","-",48,0,6188
"12547","D021T01","-",48,0,5901
"12548","D021T01","-",0,0,4776
"12549","D021T01","-",0,0,5279
"12550","D021T01","-",144,0,9756
"12551","D021T01","-",48,0,5829
"12552","D021T01","-",48,0,5578
"12553","D021T01","-",144,0,7338
"12554","D021T01","-",0,0,5027
"12555","D021T01","-",48,0,6284
"12556","D021T01","-",0,0,5566
"12557","D021T01","-",144,0,8056
"12558","D021T01","-",144,0,12760
